,gameid,intendedName,repetitionNum,x_tsne,y_tsne
2738,0711-b03679d3-9904-4263-bd2f-8ec8e7a45af7,G,6,10.175821,15.410491
2739,0723-9b842133-a121-4b53-9c37-784e6023e022,G,1,-0.6589812,-5.0926466
2740,0723-9b842133-a121-4b53-9c37-784e6023e022,G,2,12.243505,-8.929023
2741,0723-9b842133-a121-4b53-9c37-784e6023e022,G,3,12.365113,-8.811438
2742,0723-9b842133-a121-4b53-9c37-784e6023e022,G,4,13.942998,-6.5748587
2743,0723-9b842133-a121-4b53-9c37-784e6023e022,G,5,14.247376,-7.4088874
2744,0723-9b842133-a121-4b53-9c37-784e6023e022,G,6,13.806522,-7.0722694
2745,0785-68fedef2-3b2f-466f-a7c3-ab464e5811ca,G,1,-6.4467454,12.034633
2746,0785-68fedef2-3b2f-466f-a7c3-ab464e5811ca,G,2,-6.695399,12.895301
2747,1202-a64916b2-49d2-4ca4-bd76-cfd3e1ec3954,G,1,-3.3667665,9.549798
2748,1202-a64916b2-49d2-4ca4-bd76-cfd3e1ec3954,G,2,-4.0282464,9.775524
2749,1202-a64916b2-49d2-4ca4-bd76-cfd3e1ec3954,G,3,-18.311167,15.952342
2750,1202-a64916b2-49d2-4ca4-bd76-cfd3e1ec3954,G,4,-19.55742,16.277437
2751,1202-a64916b2-49d2-4ca4-bd76-cfd3e1ec3954,G,5,-19.076172,17.555984
2752,1202-a64916b2-49d2-4ca4-bd76-cfd3e1ec3954,G,6,-19.559052,17.010542
2753,1242-e6fcc1c9-ab33-44c7-b31c-4a391beb2b8c,G,2,6.8147197,-0.6350591
2754,1242-e6fcc1c9-ab33-44c7-b31c-4a391beb2b8c,G,3,9.216888,-2.4571056
2755,1242-e6fcc1c9-ab33-44c7-b31c-4a391beb2b8c,G,4,9.216888,-2.4571059
2756,1242-e6fcc1c9-ab33-44c7-b31c-4a391beb2b8c,G,5,9.216888,-2.4571056
2757,1242-e6fcc1c9-ab33-44c7-b31c-4a391beb2b8c,G,6,7.8376513,-1.427251
2758,1526-db8d7e61-c668-4fe2-9119-cbf018ccb1c1,G,1,-2.3517628,-5.6797657
2759,1526-db8d7e61-c668-4fe2-9119-cbf018ccb1c1,G,2,-3.4587972,-19.245756
2760,1526-db8d7e61-c668-4fe2-9119-cbf018ccb1c1,G,3,-6.4229126,-17.220974
2761,1526-db8d7e61-c668-4fe2-9119-cbf018ccb1c1,G,4,-2.2169454,-19.232918
2762,1526-db8d7e61-c668-4fe2-9119-cbf018ccb1c1,G,5,-14.704907,-17.564482
2763,1526-db8d7e61-c668-4fe2-9119-cbf018ccb1c1,G,6,-14.704907,-17.564482
2764,1567-e80221b4-f349-4b3b-9921-224ee47eea1f,G,1,2.5082974,8.110073
2765,1567-e80221b4-f349-4b3b-9921-224ee47eea1f,G,2,2.171184,10.097314
2766,1567-e80221b4-f349-4b3b-9921-224ee47eea1f,G,3,2.8696742,10.134314
2767,1567-e80221b4-f349-4b3b-9921-224ee47eea1f,G,4,2.9013982,10.581423
2768,1567-e80221b4-f349-4b3b-9921-224ee47eea1f,G,5,3.8448532,11.211733
2769,1567-e80221b4-f349-4b3b-9921-224ee47eea1f,G,6,-7.4415107,10.480476
2770,1598-17655913-31a4-4ca6-b86c-383db06bfde9,G,1,-7.2914324,7.4163375
2771,1598-17655913-31a4-4ca6-b86c-383db06bfde9,G,2,20.950361,-11.129466
2772,1598-17655913-31a4-4ca6-b86c-383db06bfde9,G,3,19.892464,-11.483226
2773,1598-17655913-31a4-4ca6-b86c-383db06bfde9,G,4,21.024406,-11.566326
2774,1598-17655913-31a4-4ca6-b86c-383db06bfde9,G,5,20.704672,-11.711408
2775,1598-17655913-31a4-4ca6-b86c-383db06bfde9,G,6,20.621735,-11.1024
2776,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,G,1,-7.1832056,3.3934526
2777,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,G,2,-9.394825,-3.7220597
2778,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,G,3,-3.5634978,-20.13443
2779,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,G,4,-7.5880413,-18.599564
2780,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,G,5,-7.954479,-18.561485
2781,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,G,6,-7.954479,-18.561485
2782,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,G,1,-13.300209,5.4964623
2783,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,G,2,-17.107439,-8.4846
2784,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,G,3,-23.0801,-6.8830643
2785,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,G,4,-18.153437,-9.523133
2786,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,G,5,-18.153763,-9.523191
2787,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,G,6,-18.75221,-9.154968
2788,1747-31c92e68-6900-4f75-b1d5-f0fe4ea823a3,G,1,-5.8217125,8.699025
2789,1747-31c92e68-6900-4f75-b1d5-f0fe4ea823a3,G,2,-10.948809,14.688982
2790,1747-31c92e68-6900-4f75-b1d5-f0fe4ea823a3,G,3,-8.330042,15.946484
2791,1747-31c92e68-6900-4f75-b1d5-f0fe4ea823a3,G,4,2.2708807,-4.5553155
2792,1747-31c92e68-6900-4f75-b1d5-f0fe4ea823a3,G,6,3.906661,3.2943113
2793,2002-d128dee1-72d2-4585-9488-fcedfabe7722,G,1,-3.135982,-13.25046
2794,2002-d128dee1-72d2-4585-9488-fcedfabe7722,G,2,-1.8250879,-8.796625
2795,2002-d128dee1-72d2-4585-9488-fcedfabe7722,G,3,-3.6631494,-8.271789
2796,2002-d128dee1-72d2-4585-9488-fcedfabe7722,G,4,-2.936416,-7.505268
2797,2002-d128dee1-72d2-4585-9488-fcedfabe7722,G,5,-2.6475499,-7.3675
2798,2002-d128dee1-72d2-4585-9488-fcedfabe7722,G,6,-4.3181705,-8.780388
2799,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,G,1,-3.2734175,-11.885036
2800,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,G,2,-3.7663689,-12.373728
2801,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,G,3,-4.866379,-14.171981
2802,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,G,4,-5.542575,-22.517122
2803,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,G,5,-7.1064754,-21.021078
2804,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,G,6,-6.767462,-20.993778
2805,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,G,1,7.087562,17.872374
2806,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,G,2,9.354971,20.065657
2807,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,G,3,10.239366,19.932571
2808,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,G,4,9.407328,20.836002
2809,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,G,5,9.737706,19.574389
2810,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,G,6,9.899761,20.504332
2811,2535-a47c997d-4aac-43f5-adad-6d8e492ba2eb,G,1,1.5072492,-16.483824
2812,2535-a47c997d-4aac-43f5-adad-6d8e492ba2eb,G,2,-16.355806,6.2930536
2813,2535-a47c997d-4aac-43f5-adad-6d8e492ba2eb,G,3,18.039417,10.2936325
2814,2535-a47c997d-4aac-43f5-adad-6d8e492ba2eb,G,4,18.419489,10.300006
2815,2535-a47c997d-4aac-43f5-adad-6d8e492ba2eb,G,5,18.046844,9.901822
2816,2535-a47c997d-4aac-43f5-adad-6d8e492ba2eb,G,6,18.428905,9.909236
2817,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,G,1,6.1824455,-5.5387726
2818,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,G,2,31.86217,12.877894
2819,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,G,3,31.296726,12.527302
2820,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,G,4,31.823273,12.1251955
2821,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,G,5,31.299255,11.701468
2822,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,G,6,24.461302,16.137554
2823,3321-5540179d-7955-4363-b9d2-e392f26a1256,G,1,-5.037617,-16.308743
2824,3321-5540179d-7955-4363-b9d2-e392f26a1256,G,2,12.418511,2.07995
2825,3321-5540179d-7955-4363-b9d2-e392f26a1256,G,3,8.122946,20.661129
2826,3321-5540179d-7955-4363-b9d2-e392f26a1256,G,4,13.048032,1.8407001
2827,3321-5540179d-7955-4363-b9d2-e392f26a1256,G,5,12.924917,1.7958697
2828,3321-5540179d-7955-4363-b9d2-e392f26a1256,G,6,8.334773,20.153864
2829,3419-7061f84e-30ba-48dc-9bc3-133c5fdf8fa3,G,1,-4.9393907,0.7438152
2830,3419-7061f84e-30ba-48dc-9bc3-133c5fdf8fa3,G,2,-15.570772,9.593158
2831,3419-7061f84e-30ba-48dc-9bc3-133c5fdf8fa3,G,3,-19.81089,8.547996
2832,3453-2eab60c9-d1cd-4245-919c-c499f303740e,G,1,7.413899,-2.15202
2833,3453-2eab60c9-d1cd-4245-919c-c499f303740e,G,2,0.31050307,-3.5009186
2834,3453-2eab60c9-d1cd-4245-919c-c499f303740e,G,3,6.6892395,-12.077651
2835,3617-9ac86786-87e4-468d-bbd9-ffdb2a55bf4e,G,1,2.0545194,3.3491845
2836,3617-9ac86786-87e4-468d-bbd9-ffdb2a55bf4e,G,2,-6.4522443,-7.006875
2837,3617-9ac86786-87e4-468d-bbd9-ffdb2a55bf4e,G,3,-12.885649,-1.7944784
2838,3617-9ac86786-87e4-468d-bbd9-ffdb2a55bf4e,G,4,-12.885649,-1.7944784
2839,3617-9ac86786-87e4-468d-bbd9-ffdb2a55bf4e,G,5,-12.885649,-1.7944784
2840,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,G,1,4.4379716,18.374454
2841,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,G,2,4.89212,19.714764
2842,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,G,3,3.4646423,21.744194
2843,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,G,4,5.2926745,19.660477
2844,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,G,5,3.4175491,22.359385
2845,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,G,6,4.02436,21.818855
2846,4011-501727ae-d5dc-405f-8450-3cca55fc99e7,G,1,-8.118843,-10.740297
2847,4011-501727ae-d5dc-405f-8450-3cca55fc99e7,G,2,4.0553756,-12.671429
2848,4011-501727ae-d5dc-405f-8450-3cca55fc99e7,G,3,5.5166206,-13.966697
2849,4011-501727ae-d5dc-405f-8450-3cca55fc99e7,G,4,5.835622,-14.026961
2850,4011-501727ae-d5dc-405f-8450-3cca55fc99e7,G,5,5.835622,-14.026961
2851,4011-501727ae-d5dc-405f-8450-3cca55fc99e7,G,6,5.8817163,-13.096446
2852,4045-c97cdcce-7538-408d-b8dd-5de0f2de8574,G,1,4.691241,-4.910048
2853,4045-c97cdcce-7538-408d-b8dd-5de0f2de8574,G,2,29.46764,13.483987
2854,4045-c97cdcce-7538-408d-b8dd-5de0f2de8574,G,3,29.244165,14.079126
2855,4045-c97cdcce-7538-408d-b8dd-5de0f2de8574,G,4,29.712261,14.581596
2856,4045-c97cdcce-7538-408d-b8dd-5de0f2de8574,G,5,30.349882,14.365197
2857,4045-c97cdcce-7538-408d-b8dd-5de0f2de8574,G,6,30.077894,13.795353
2858,4090-bf4b8726-1596-4231-84d9-718a2a37eee3,G,1,0.72495097,5.1098094
2859,4090-bf4b8726-1596-4231-84d9-718a2a37eee3,G,2,-3.6136,12.139569
2860,4090-bf4b8726-1596-4231-84d9-718a2a37eee3,G,3,-1.5109053,12.8667755
2861,4090-bf4b8726-1596-4231-84d9-718a2a37eee3,G,4,-1.0098867,12.25688
2862,4090-bf4b8726-1596-4231-84d9-718a2a37eee3,G,5,-1.3536308,12.099484
2863,4090-bf4b8726-1596-4231-84d9-718a2a37eee3,G,6,-1.181638,12.11147
2864,4369-cd2d1d26-3bf9-4e54-a79a-2aacea53b331,G,1,-6.0342774,5.0832157
2865,4369-cd2d1d26-3bf9-4e54-a79a-2aacea53b331,G,2,3.1312504,1.1574268
2866,4369-cd2d1d26-3bf9-4e54-a79a-2aacea53b331,G,3,-15.476954,12.818208
2867,4369-cd2d1d26-3bf9-4e54-a79a-2aacea53b331,G,4,-15.358873,12.636858
2868,4369-cd2d1d26-3bf9-4e54-a79a-2aacea53b331,G,5,-17.19024,12.9553995
2869,4369-cd2d1d26-3bf9-4e54-a79a-2aacea53b331,G,6,-14.9394655,13.748002
2870,4505-8cf1d946-db8a-413a-93bd-97bb5ba3fda6,G,1,-17.807762,17.133953
2871,4505-8cf1d946-db8a-413a-93bd-97bb5ba3fda6,G,2,-19.00094,15.815016
2872,4505-8cf1d946-db8a-413a-93bd-97bb5ba3fda6,G,3,-13.045268,11.487461
2873,4505-8cf1d946-db8a-413a-93bd-97bb5ba3fda6,G,4,-18.68139,16.732397
2874,4505-8cf1d946-db8a-413a-93bd-97bb5ba3fda6,G,5,-13.016929,11.831246
2875,4505-8cf1d946-db8a-413a-93bd-97bb5ba3fda6,G,6,-12.792702,9.877579
2876,4513-c541e940-73fd-46b6-b19c-221458a22970,G,2,-8.243746,11.95077
2877,4513-c541e940-73fd-46b6-b19c-221458a22970,G,4,-11.282112,2.3293133
2878,4513-c541e940-73fd-46b6-b19c-221458a22970,G,5,-11.28225,2.329337
2879,4513-c541e940-73fd-46b6-b19c-221458a22970,G,6,-11.150583,1.329931
2880,4676-a65ba686-b220-4f71-91d6-0fbf1138e726,G,1,30.366169,12.164519
2881,4676-a65ba686-b220-4f71-91d6-0fbf1138e726,G,2,33.054604,9.862781
2882,4676-a65ba686-b220-4f71-91d6-0fbf1138e726,G,3,33.918667,10.245249
2883,4676-a65ba686-b220-4f71-91d6-0fbf1138e726,G,4,35.92821,10.522779
2884,4676-a65ba686-b220-4f71-91d6-0fbf1138e726,G,5,34.622177,9.153017
2885,4676-a65ba686-b220-4f71-91d6-0fbf1138e726,G,6,33.68554,11.256098
2886,4729-d4a13957-3f36-496d-8eea-8c528e25740e,G,1,-7.4332657,-17.384548
2887,4729-d4a13957-3f36-496d-8eea-8c528e25740e,G,2,-10.16608,-16.517248
2888,4729-d4a13957-3f36-496d-8eea-8c528e25740e,G,3,-10.629706,-16.082148
2889,4729-d4a13957-3f36-496d-8eea-8c528e25740e,G,4,-11.383849,-17.475931
2890,4729-d4a13957-3f36-496d-8eea-8c528e25740e,G,5,-11.383869,-17.47594
2891,4729-d4a13957-3f36-496d-8eea-8c528e25740e,G,6,-14.717754,-17.530489
2892,4803-a27d2cc6-e504-4f67-8216-22679d81b1a6,G,1,-0.82319295,-10.15224
2893,4803-a27d2cc6-e504-4f67-8216-22679d81b1a6,G,2,-0.22463265,-10.322747
2894,4803-a27d2cc6-e504-4f67-8216-22679d81b1a6,G,3,-12.366203,-22.144762
2895,4803-a27d2cc6-e504-4f67-8216-22679d81b1a6,G,4,-12.8797035,-22.387976
2896,4803-a27d2cc6-e504-4f67-8216-22679d81b1a6,G,5,-12.748502,-22.022236
2897,4803-a27d2cc6-e504-4f67-8216-22679d81b1a6,G,6,-12.496117,-22.510496
2898,4824-58d5c545-a718-4653-89db-4be922da59d7,G,1,-1.6142777,1.5888115
2899,4824-58d5c545-a718-4653-89db-4be922da59d7,G,2,-1.6142415,1.588711
2900,4824-58d5c545-a718-4653-89db-4be922da59d7,G,3,0.4389165,0.13857089
2901,4824-58d5c545-a718-4653-89db-4be922da59d7,G,4,0.43891653,0.13857089
2902,4824-58d5c545-a718-4653-89db-4be922da59d7,G,5,0.5733758,-0.590084
2903,4824-58d5c545-a718-4653-89db-4be922da59d7,G,6,0.5733759,-0.59008396
2904,4843-98b6ce35-ee60-474f-8281-9a944213f01e,G,6,5.781486,0.24809757
2905,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,G,1,-0.16771102,-7.8409204
2906,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,G,2,7.576915,18.813917
2907,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,G,3,10.7578335,22.284126
2908,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,G,4,11.608236,21.445784
2909,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,G,5,11.515172,22.217615
2910,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,G,6,11.014393,21.68671
2911,5032-f97819b4-cbef-4293-9d27-81134172edac,G,1,-5.217459,-12.99799
2912,5032-f97819b4-cbef-4293-9d27-81134172edac,G,2,-4.28209,-5.4504094
2913,5032-f97819b4-cbef-4293-9d27-81134172edac,G,4,-16.301348,-4.4085975
2914,5032-f97819b4-cbef-4293-9d27-81134172edac,G,5,-16.461721,-4.260775
2915,5032-f97819b4-cbef-4293-9d27-81134172edac,G,6,-16.461721,-4.260775
2916,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,G,1,-4.6345763,9.377598
2917,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,G,2,-7.270549,14.718373
2918,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,G,3,-7.2720985,14.71787
2919,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,G,4,-8.113099,15.11749
2920,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,G,5,-5.928551,15.932407
2921,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,G,6,-5.928551,15.932407
2922,5108-ab2d0b72-034a-4f00-991a-416faf93c98c,G,1,-0.3476643,6.5649867
2923,5108-ab2d0b72-034a-4f00-991a-416faf93c98c,G,2,1.7830691,5.5092463
2924,5108-ab2d0b72-034a-4f00-991a-416faf93c98c,G,3,7.692602,3.6078851
2925,5154-e7f636b5-f787-4bef-be2b-83083fd48c28,G,1,34.367355,10.927688
2926,5154-e7f636b5-f787-4bef-be2b-83083fd48c28,G,2,4.6654253,-6.253849
2927,5154-e7f636b5-f787-4bef-be2b-83083fd48c28,G,3,35.669983,11.605892
2928,5154-e7f636b5-f787-4bef-be2b-83083fd48c28,G,4,34.740654,12.308357
2929,5154-e7f636b5-f787-4bef-be2b-83083fd48c28,G,5,35.19822,10.677389
2930,5154-e7f636b5-f787-4bef-be2b-83083fd48c28,G,6,33.774036,9.351229
2931,5192-8023d95b-29c5-49aa-a245-42924607dd4b,G,1,-8.435056,3.8206282
2932,5192-8023d95b-29c5-49aa-a245-42924607dd4b,G,2,-8.943768,3.6532905
2933,5192-8023d95b-29c5-49aa-a245-42924607dd4b,G,3,-25.905304,3.908256
2934,5192-8023d95b-29c5-49aa-a245-42924607dd4b,G,4,-25.900747,3.4598954
2935,5192-8023d95b-29c5-49aa-a245-42924607dd4b,G,5,-25.456326,3.4649591
2936,5192-8023d95b-29c5-49aa-a245-42924607dd4b,G,6,-25.461264,3.9134185
2937,5315-f238c198-20c0-4162-932c-76cb0ad9e5b8,G,1,10.681027,2.090504
2938,5315-f238c198-20c0-4162-932c-76cb0ad9e5b8,G,2,15.693664,0.42887074
2939,5315-f238c198-20c0-4162-932c-76cb0ad9e5b8,G,3,15.246917,0.062418465
2940,5315-f238c198-20c0-4162-932c-76cb0ad9e5b8,G,4,15.500805,-0.46218547
2941,5315-f238c198-20c0-4162-932c-76cb0ad9e5b8,G,5,16.10762,-0.38524264
2942,5315-f238c198-20c0-4162-932c-76cb0ad9e5b8,G,6,16.23826,0.18489762
2943,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,G,1,-10.699523,-6.387119
2944,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,G,2,-17.99411,4.431714
2945,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,G,3,-19.193583,1.3619175
2946,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,G,4,-19.678694,1.5535461
2947,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,G,5,-19.731825,0.71244913
2948,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,G,6,-20.009428,1.153461
2949,5774-0e16513f-9938-4b1e-a647-86933d7ef911,G,1,-7.490707,4.141973
2950,5774-0e16513f-9938-4b1e-a647-86933d7ef911,G,2,-13.366672,6.7512755
2951,5774-0e16513f-9938-4b1e-a647-86933d7ef911,G,3,-11.789774,7.0746493
2952,5774-0e16513f-9938-4b1e-a647-86933d7ef911,G,4,-12.347833,6.9075265
2953,5774-0e16513f-9938-4b1e-a647-86933d7ef911,G,5,-12.347964,6.9073067
2954,5774-0e16513f-9938-4b1e-a647-86933d7ef911,G,6,-19.25189,8.338601
2955,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,G,1,-4.823294,-7.364968
2956,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,G,2,1.4166358,7.421062
2957,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,G,3,6.7023215,10.505288
2958,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,G,4,3.7859645,8.228359
2959,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,G,5,8.511864,10.973235
2960,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,G,6,8.511864,10.973235
2961,5851-2c495782-8cef-496e-abba-1730655488cb,G,1,11.067925,2.0292807
2962,5851-2c495782-8cef-496e-abba-1730655488cb,G,2,16.04083,3.1759439
2963,5851-2c495782-8cef-496e-abba-1730655488cb,G,3,16.465784,3.6509886
2964,5851-2c495782-8cef-496e-abba-1730655488cb,G,4,16.428028,3.2051861
2965,5851-2c495782-8cef-496e-abba-1730655488cb,G,5,16.103642,3.7971394
2966,5851-2c495782-8cef-496e-abba-1730655488cb,G,6,15.3785515,3.5536997
2967,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,G,1,-3.7260275,6.7734647
2968,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,G,2,-14.375225,16.725754
2969,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,G,3,-3.0083315,5.2451954
2970,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,G,4,-2.1743553,5.1271253
2971,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,G,5,-3.5992417,4.1430936
2972,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,G,6,-3.5990598,4.1424217
2973,6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,G,1,8.91442,7.7184362
2974,6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,G,2,4.9226813,-3.3643594
2975,6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,G,3,9.519809,8.924952
2976,6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,G,4,10.043716,8.8902445
2977,6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,G,5,11.273444,9.640656
2978,6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,G,6,11.327368,9.977018
2979,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,G,1,0.32233635,-6.753948
2980,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,G,2,35.391575,9.641515
2981,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,G,3,33.86283,11.971626
2982,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,G,4,34.84056,11.490257
2983,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,G,5,33.155396,10.721722
2984,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,G,6,34.635643,10.080625
2985,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,G,1,-3.5250366,-9.575487
2986,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,G,2,-6.3392086,-13.487949
2987,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,G,3,-3.794665,-11.201271
2988,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,G,4,-5.1631045,-12.614632
2989,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,G,5,-6.8229504,-12.732089
2990,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,G,6,-5.6619725,-14.407509
2991,6402-3db6c45b-0b53-4906-b5cf-17517d013671,G,1,-6.961711,-15.728995
2992,6402-3db6c45b-0b53-4906-b5cf-17517d013671,G,2,5.39232,9.441202
2993,6402-3db6c45b-0b53-4906-b5cf-17517d013671,G,3,13.023188,-15.237415
2994,6402-3db6c45b-0b53-4906-b5cf-17517d013671,G,4,12.962014,-15.6357565
2995,6402-3db6c45b-0b53-4906-b5cf-17517d013671,G,5,12.62625,-15.17265
2996,6402-3db6c45b-0b53-4906-b5cf-17517d013671,G,6,12.563486,-15.572508
2997,6413-5ebde90e-fb15-4c9b-a6f9-0934ba1cc2a1,G,1,-6.1535993,10.980279
2998,6413-5ebde90e-fb15-4c9b-a6f9-0934ba1cc2a1,G,2,-1.0841588,15.073895
2999,6413-5ebde90e-fb15-4c9b-a6f9-0934ba1cc2a1,G,3,-14.344442,2.2495055
3000,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,G,1,-6.5271535,0.43822524
3001,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,G,2,-7.7125087,-1.0475883
3002,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,G,3,-6.816681,0.42822075
3003,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,G,4,-11.130768,-12.236528
3004,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,G,5,-10.926052,-11.629094
3005,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,G,6,-7.44825,-0.0319655
3006,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,G,1,-5.1781797,7.105571
3007,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,G,4,11.775252,-20.884699
3008,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,G,5,11.775252,-20.884697
3009,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,G,6,11.775252,-20.884703
3010,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,G,1,5.3095026,15.780052
3011,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,G,2,4.218548,17.069942
3012,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,G,3,6.0042634,17.470917
3013,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,G,4,0.593987,19.351461
3014,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,G,5,0.593987,19.351461
3015,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,G,6,0.593987,19.351461
3016,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,G,1,-4.980098,-8.578088
3017,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,G,2,-6.4387326,-10.409235
3018,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,G,3,-5.582577,-11.519671
3019,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,G,4,-4.924083,-18.706964
3020,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,G,5,-2.4754117,-18.780323
3021,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,G,6,-2.0254629,-16.37132
3022,7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,G,1,-10.577233,-14.800363
3023,7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,G,2,-9.0358095,-15.233886
3024,7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,G,3,-8.732858,-15.611681
