,gameid,intendedName,repetitionNum,x_tsne,y_tsne,correct,is_nan
2863,7642-536146ba-7c31-4590-832e-905c0126f60e,F,2,6.119866,25.387453,1,False
2864,7642-536146ba-7c31-4590-832e-905c0126f60e,F,3,31.03312,21.878212,1,False
2865,7642-536146ba-7c31-4590-832e-905c0126f60e,F,4,30.388819,22.908289,1,False
2866,7642-536146ba-7c31-4590-832e-905c0126f60e,F,5,30.388819,22.908289,1,False
2867,7642-536146ba-7c31-4590-832e-905c0126f60e,F,6,30.388819,22.908289,1,False
2868,7919-c64a8035-5c54-4696-9fab-21367611c8b6,F,1,-4.97704,-11.95664,1,False
2869,7919-c64a8035-5c54-4696-9fab-21367611c8b6,F,2,-4.8581233,-13.215554,1,False
2870,7919-c64a8035-5c54-4696-9fab-21367611c8b6,F,3,20.626774,-10.897046,1,False
2871,7919-c64a8035-5c54-4696-9fab-21367611c8b6,F,4,20.002745,-10.960306,1,False
2872,7919-c64a8035-5c54-4696-9fab-21367611c8b6,F,5,20.067316,-11.582626,1,False
2873,7919-c64a8035-5c54-4696-9fab-21367611c8b6,F,6,20.690807,-11.518802,1,False
2874,7971-85165980-35a3-4070-8ebf-ca2d159dc715,F,1,-0.05080029,3.488303,1,False
2875,7971-85165980-35a3-4070-8ebf-ca2d159dc715,F,2,0.08244696,5.2812195,1,False
2876,7971-85165980-35a3-4070-8ebf-ca2d159dc715,F,3,19.323019,18.797289,1,False
2877,7971-85165980-35a3-4070-8ebf-ca2d159dc715,F,4,19.883307,18.470592,1,False
2878,7971-85165980-35a3-4070-8ebf-ca2d159dc715,F,5,19.570032,17.906693,1,False
2879,7971-85165980-35a3-4070-8ebf-ca2d159dc715,F,6,19.04034,18.237535,1,False
2880,8505-2fa3d6f9-8e28-49ed-8cd1-de703e113a82,F,1,2.9632645,-2.0308912,1,False
2881,8505-2fa3d6f9-8e28-49ed-8cd1-de703e113a82,F,2,4.3157697,-1.8653241,1,False
2882,8505-2fa3d6f9-8e28-49ed-8cd1-de703e113a82,F,3,3.6040044,-2.0722742,1,False
2883,8505-2fa3d6f9-8e28-49ed-8cd1-de703e113a82,F,4,5.4767704,-1.5661656,1,False
2884,8505-2fa3d6f9-8e28-49ed-8cd1-de703e113a82,F,5,5.4767704,-1.5661656,1,False
2885,8505-2fa3d6f9-8e28-49ed-8cd1-de703e113a82,F,6,6.0908556,-2.1224933,1,False
2886,8553-87ac5b2f-ee64-443b-a3a9-d54b50a60f77,F,1,-3.869142,14.342464,1,False
2887,8553-87ac5b2f-ee64-443b-a3a9-d54b50a60f77,F,2,0.4527952,13.124348,1,False
2888,8553-87ac5b2f-ee64-443b-a3a9-d54b50a60f77,F,3,-4.7509313,16.021078,1,False
2889,8553-87ac5b2f-ee64-443b-a3a9-d54b50a60f77,F,4,-5.3488173,15.476655,1,False
2890,8553-87ac5b2f-ee64-443b-a3a9-d54b50a60f77,F,5,-0.6704741,17.203484,1,False
2891,8553-87ac5b2f-ee64-443b-a3a9-d54b50a60f77,F,6,-1.3464656,17.256525,1,False
2892,8654-d24d0e84-d1d0-455c-8f51-b3102bf9240c,F,1,-6.385195,1.5073173,1,False
2893,8654-d24d0e84-d1d0-455c-8f51-b3102bf9240c,F,2,-6.754063,2.0116808,1,False
2894,8654-d24d0e84-d1d0-455c-8f51-b3102bf9240c,F,3,21.915087,6.530682,1,False
2895,8654-d24d0e84-d1d0-455c-8f51-b3102bf9240c,F,4,21.5526,6.003,1,False
2896,8654-d24d0e84-d1d0-455c-8f51-b3102bf9240c,F,5,21.352613,6.877016,1,False
2897,8654-d24d0e84-d1d0-455c-8f51-b3102bf9240c,F,6,21.011208,6.333402,1,False
2898,8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,F,1,-4.4966707,-6.677696,0,False
2899,8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,F,2,-11.750841,8.958012,1,False
2900,8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,F,3,-10.990973,9.023427,1,False
2901,8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,F,4,30.070704,27.847689,1,False
2902,8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,F,5,30.070704,27.847689,1,False
2903,8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,F,6,29.496498,27.818155,1,False
2904,8659-24ecfb2c-6a3d-4607-ab5e-a37e6183634c,F,1,-9.236633,-6.0130367,1,False
2905,8659-24ecfb2c-6a3d-4607-ab5e-a37e6183634c,F,2,-12.46058,-18.51718,1,False
2906,8659-24ecfb2c-6a3d-4607-ab5e-a37e6183634c,F,3,-13.304375,-22.459206,1,False
2907,8659-24ecfb2c-6a3d-4607-ab5e-a37e6183634c,F,4,-12.927647,-21.313982,1,False
2908,8659-24ecfb2c-6a3d-4607-ab5e-a37e6183634c,F,5,27.151012,10.2281275,1,False
2909,8659-24ecfb2c-6a3d-4607-ab5e-a37e6183634c,F,6,27.15104,10.228116,1,False
2910,8717-5275ed0c-7fcc-4114-8327-2e32a234c2e0,F,1,-3.8584855,20.852287,1,False
2911,8717-5275ed0c-7fcc-4114-8327-2e32a234c2e0,F,2,-4.17565,20.765644,1,False
2912,8717-5275ed0c-7fcc-4114-8327-2e32a234c2e0,F,3,-34.04948,-8.652059,1,False
2913,8717-5275ed0c-7fcc-4114-8327-2e32a234c2e0,F,4,-34.695564,-9.194376,1,False
2914,8717-5275ed0c-7fcc-4114-8327-2e32a234c2e0,F,5,-34.10434,-9.249754,1,False
2915,8717-5275ed0c-7fcc-4114-8327-2e32a234c2e0,F,6,-34.640926,-8.597078,1,False
2916,8740-51fc5610-27fd-4f47-a2a2-ce204bd572d1,F,1,-5.643119,-6.214032,1,False
2917,8740-51fc5610-27fd-4f47-a2a2-ce204bd572d1,F,2,10.61433,-14.494168,1,False
2918,8740-51fc5610-27fd-4f47-a2a2-ce204bd572d1,F,3,-12.50475,26.931171,1,False
2919,8740-51fc5610-27fd-4f47-a2a2-ce204bd572d1,F,4,-12.479584,26.200481,1,False
2920,8740-51fc5610-27fd-4f47-a2a2-ce204bd572d1,F,5,-13.097231,26.36607,1,False
2921,8740-51fc5610-27fd-4f47-a2a2-ce204bd572d1,F,6,-13.227748,27.00232,1,False
2922,8806-7b0fde86-a7ed-4821-9482-22cb3454e156,F,1,0.97972375,13.475766,1,False
2923,8806-7b0fde86-a7ed-4821-9482-22cb3454e156,F,2,2.2865796,14.134894,1,False
2924,8806-7b0fde86-a7ed-4821-9482-22cb3454e156,F,3,-9.215792,-13.860365,1,False
2925,8806-7b0fde86-a7ed-4821-9482-22cb3454e156,F,4,-9.215461,-13.860086,1,False
2926,8806-7b0fde86-a7ed-4821-9482-22cb3454e156,F,5,-9.668282,-12.624092,1,False
2927,8806-7b0fde86-a7ed-4821-9482-22cb3454e156,F,6,-13.737491,-27.239782,1,False
2928,8915-5ba403bf-9d53-44e0-a5e3-2682167d0da8,F,1,7.338671,17.411362,1,False
2929,8915-5ba403bf-9d53-44e0-a5e3-2682167d0da8,F,2,-7.2364635,19.061708,1,False
2930,8915-5ba403bf-9d53-44e0-a5e3-2682167d0da8,F,3,-14.995253,9.87517,1,False
2931,8915-5ba403bf-9d53-44e0-a5e3-2682167d0da8,F,4,-14.436758,9.21972,1,False
2932,8915-5ba403bf-9d53-44e0-a5e3-2682167d0da8,F,5,-14.436758,9.21972,1,False
2933,8915-5ba403bf-9d53-44e0-a5e3-2682167d0da8,F,6,-15.484706,9.360503,1,False
2934,9116-d8b8c5c1-f549-48bf-a362-ed159302a106,F,1,5.722441,12.979205,1,False
2935,9116-d8b8c5c1-f549-48bf-a362-ed159302a106,F,2,5.9882855,13.473351,1,False
2936,9116-d8b8c5c1-f549-48bf-a362-ed159302a106,F,3,5.722441,12.979205,1,False
2937,9116-d8b8c5c1-f549-48bf-a362-ed159302a106,F,4,5.417625,10.96876,1,False
2938,9116-d8b8c5c1-f549-48bf-a362-ed159302a106,F,5,4.3631635,12.726143,1,False
2939,9116-d8b8c5c1-f549-48bf-a362-ed159302a106,F,6,4.6649156,11.030312,1,False
2940,9214-a3ed3b49-fe0c-4c41-b40f-d1d6e7fd0b5d,F,1,-1.4763048,5.477097,1,False
2941,9214-a3ed3b49-fe0c-4c41-b40f-d1d6e7fd0b5d,F,2,29.475214,14.926712,1,False
2942,9214-a3ed3b49-fe0c-4c41-b40f-d1d6e7fd0b5d,F,3,35.09248,13.993952,1,False
2943,9214-a3ed3b49-fe0c-4c41-b40f-d1d6e7fd0b5d,F,4,29.475212,14.926712,1,False
2944,9214-a3ed3b49-fe0c-4c41-b40f-d1d6e7fd0b5d,F,5,34.209534,13.86559,1,False
2945,9214-a3ed3b49-fe0c-4c41-b40f-d1d6e7fd0b5d,F,6,35.592102,14.760405,1,False
2946,9275-8cd69f6d-2b0e-494b-8fea-ab647d9f4b9c,F,1,-6.878282,-5.5052023,1,False
2947,9275-8cd69f6d-2b0e-494b-8fea-ab647d9f4b9c,F,2,-6.7936387,-5.7115307,1,False
2948,9275-8cd69f6d-2b0e-494b-8fea-ab647d9f4b9c,F,3,-4.0850306,9.586162,1,False
2949,9275-8cd69f6d-2b0e-494b-8fea-ab647d9f4b9c,F,4,0.06895355,11.082981,1,False
2950,9275-8cd69f6d-2b0e-494b-8fea-ab647d9f4b9c,F,5,-5.1321073,9.094791,1,False
2951,9275-8cd69f6d-2b0e-494b-8fea-ab647d9f4b9c,F,6,-4.0850306,9.586162,1,False
2952,9286-508b20ce-1cbb-409f-bd5a-f2e6b3ffa7a8,F,1,-11.278547,-19.696287,1,False
2953,9286-508b20ce-1cbb-409f-bd5a-f2e6b3ffa7a8,F,2,-18.415028,-19.068668,1,False
2954,9286-508b20ce-1cbb-409f-bd5a-f2e6b3ffa7a8,F,3,-4.3610587,-28.99663,1,False
2955,9286-508b20ce-1cbb-409f-bd5a-f2e6b3ffa7a8,F,4,-4.750184,-28.403162,1,False
2956,9286-508b20ce-1cbb-409f-bd5a-f2e6b3ffa7a8,F,5,-3.6577606,-28.978054,1,False
2957,9286-508b20ce-1cbb-409f-bd5a-f2e6b3ffa7a8,F,6,-4.400972,-27.788954,1,False
2958,9471-f19badf8-f934-48be-af51-c28ad91605b9,F,1,1.168959,-16.89975,1,False
2959,9471-f19badf8-f934-48be-af51-c28ad91605b9,F,2,2.534654,-20.275942,1,False
2960,9471-f19badf8-f934-48be-af51-c28ad91605b9,F,3,2.2699986,-19.060585,1,False
2961,9471-f19badf8-f934-48be-af51-c28ad91605b9,F,4,1.9939275,-18.409788,1,False
2962,9471-f19badf8-f934-48be-af51-c28ad91605b9,F,5,2.534654,-20.275942,1,False
2963,9471-f19badf8-f934-48be-af51-c28ad91605b9,F,6,3.0914931,-20.020475,1,False
2964,9477-662e7f6d-0f2a-4041-a4e7-6d33eba91fb0,F,1,-10.530638,-5.0629053,1,False
2965,9477-662e7f6d-0f2a-4041-a4e7-6d33eba91fb0,F,2,-3.9915092,3.72794,1,False
2966,9477-662e7f6d-0f2a-4041-a4e7-6d33eba91fb0,F,3,-3.5794873,3.2041225,1,False
2967,9477-662e7f6d-0f2a-4041-a4e7-6d33eba91fb0,F,4,31.987099,9.832402,1,False
2968,9477-662e7f6d-0f2a-4041-a4e7-6d33eba91fb0,F,5,-4.5494504,4.625382,1,False
2969,9477-662e7f6d-0f2a-4041-a4e7-6d33eba91fb0,F,6,31.987022,9.832398,1,False
2970,9559-04e2b195-6540-4711-9830-5178487fc07c,F,1,-16.630495,-11.469072,1,False
2971,9559-04e2b195-6540-4711-9830-5178487fc07c,F,2,-8.270117,-7.8327603,0,False
2972,9559-04e2b195-6540-4711-9830-5178487fc07c,F,3,-14.6830635,23.146807,1,False
2973,9559-04e2b195-6540-4711-9830-5178487fc07c,F,4,-14.864137,25.027308,1,False
2974,9559-04e2b195-6540-4711-9830-5178487fc07c,F,5,-14.711063,25.489798,1,False
2975,9559-04e2b195-6540-4711-9830-5178487fc07c,F,6,-14.273488,24.993563,1,False
2976,9567-370cab8f-7744-4910-8e41-e0a50b191fac,F,1,15.992424,12.475419,1,False
2977,9567-370cab8f-7744-4910-8e41-e0a50b191fac,F,2,-3.6459486,-23.297235,1,False
2978,9567-370cab8f-7744-4910-8e41-e0a50b191fac,F,3,-3.5664225,-22.883041,1,False
2979,9567-370cab8f-7744-4910-8e41-e0a50b191fac,F,4,-3.8975441,-24.731642,1,False
2980,9567-370cab8f-7744-4910-8e41-e0a50b191fac,F,5,-3.3016603,-28.360147,1,False
2981,9567-370cab8f-7744-4910-8e41-e0a50b191fac,F,6,-3.6972425,-27.779308,1,False
2982,9684-5db90167-5d0b-40a4-9ec2-1c80b928608b,F,1,-13.995194,-30.716463,1,False
2983,9684-5db90167-5d0b-40a4-9ec2-1c80b928608b,F,2,-13.995455,-30.719122,1,False
2984,9684-5db90167-5d0b-40a4-9ec2-1c80b928608b,F,3,-18.59374,-15.537341,1,False
2985,9684-5db90167-5d0b-40a4-9ec2-1c80b928608b,F,4,-15.091512,-31.35295,1,False
2986,9684-5db90167-5d0b-40a4-9ec2-1c80b928608b,F,5,19.914194,12.930685,1,False
2987,9684-5db90167-5d0b-40a4-9ec2-1c80b928608b,F,6,19.887884,11.202449,1,False
2988,0057-414228f8-c268-40d6-9349-b35df4f080d9,G,1,27.494696,-12.793024,0,False
2989,0057-414228f8-c268-40d6-9349-b35df4f080d9,G,2,25.90274,-12.371326,1,False
2990,0057-414228f8-c268-40d6-9349-b35df4f080d9,G,3,27.984415,-16.886497,1,False
2991,0057-414228f8-c268-40d6-9349-b35df4f080d9,G,4,31.330105,-15.410045,1,False
2992,0057-414228f8-c268-40d6-9349-b35df4f080d9,G,5,30.308271,-15.6287365,1,False
2993,0057-414228f8-c268-40d6-9349-b35df4f080d9,G,6,30.929836,-16.068338,1,False
2994,0349-951c1418-40e9-48b3-8290-7ed4461f4d54,G,1,-17.079672,5.3880134,1,False
2995,0349-951c1418-40e9-48b3-8290-7ed4461f4d54,G,2,-19.132887,5.302917,1,False
2996,0349-951c1418-40e9-48b3-8290-7ed4461f4d54,G,3,-21.263443,1.9816267,0,False
2997,0349-951c1418-40e9-48b3-8290-7ed4461f4d54,G,4,-21.514746,2.9463615,1,False
2998,0349-951c1418-40e9-48b3-8290-7ed4461f4d54,G,5,-22.686361,-0.15634654,1,False
2999,0349-951c1418-40e9-48b3-8290-7ed4461f4d54,G,6,-23.014067,0.575522,1,False
3000,0413-e4a76b36-4367-4e30-abf9-93e823913630,G,1,7.0077024,-3.562028,1,False
3001,0413-e4a76b36-4367-4e30-abf9-93e823913630,G,2,18.84753,-25.741198,1,False
3002,0413-e4a76b36-4367-4e30-abf9-93e823913630,G,3,20.286161,-25.026155,1,False
3003,0413-e4a76b36-4367-4e30-abf9-93e823913630,G,4,19.91538,-25.573702,1,False
3004,0413-e4a76b36-4367-4e30-abf9-93e823913630,G,5,19.331638,-24.920515,1,False
3005,0413-e4a76b36-4367-4e30-abf9-93e823913630,G,6,19.781376,-24.552288,1,False
3006,0461-f522f8f4-37dc-4bb0-89bf-9f6bcf43274a,G,1,8.193158,-7.7864156,0,False
3007,0461-f522f8f4-37dc-4bb0-89bf-9f6bcf43274a,G,2,-8.874198,-7.4904137,1,False
3008,0461-f522f8f4-37dc-4bb0-89bf-9f6bcf43274a,G,3,-9.3161545,-6.66197,0,False
3009,0461-f522f8f4-37dc-4bb0-89bf-9f6bcf43274a,G,4,-10.469834,-6.6755176,1,False
3010,0461-f522f8f4-37dc-4bb0-89bf-9f6bcf43274a,G,5,-9.641894,-7.507247,1,False
3011,0461-f522f8f4-37dc-4bb0-89bf-9f6bcf43274a,G,6,-10.290805,-6.300272,1,False
3012,0711-b03679d3-9904-4263-bd2f-8ec8e7a45af7,G,1,-23.875593,6.8652706,1,False
3013,0711-b03679d3-9904-4263-bd2f-8ec8e7a45af7,G,2,-25.168222,12.243006,1,False
3014,0711-b03679d3-9904-4263-bd2f-8ec8e7a45af7,G,3,-25.102856,12.491572,1,False
3015,0711-b03679d3-9904-4263-bd2f-8ec8e7a45af7,G,4,-27.916384,12.55317,1,False
3016,0711-b03679d3-9904-4263-bd2f-8ec8e7a45af7,G,5,-27.424875,12.818838,1,False
3017,0711-b03679d3-9904-4263-bd2f-8ec8e7a45af7,G,6,-27.473938,12.212452,1,False
3018,0723-9b842133-a121-4b53-9c37-784e6023e022,G,1,-2.53419,1.7772815,1,False
3019,0723-9b842133-a121-4b53-9c37-784e6023e022,G,2,7.00084,16.571514,1,False
3020,0723-9b842133-a121-4b53-9c37-784e6023e022,G,3,6.989122,16.486649,1,False
3021,0723-9b842133-a121-4b53-9c37-784e6023e022,G,4,5.641247,18.069248,1,False
3022,0723-9b842133-a121-4b53-9c37-784e6023e022,G,5,5.234572,17.60523,1,False
3023,0723-9b842133-a121-4b53-9c37-784e6023e022,G,6,5.112203,18.120667,1,False
3024,0785-68fedef2-3b2f-466f-a7c3-ab464e5811ca,G,1,-3.143938,-15.522542,1,False
3025,0785-68fedef2-3b2f-466f-a7c3-ab464e5811ca,G,2,-4.0729113,-16.594233,1,False
3026,0785-68fedef2-3b2f-466f-a7c3-ab464e5811ca,G,3,-6.3359566,-20.440453,1,False
3027,0785-68fedef2-3b2f-466f-a7c3-ab464e5811ca,G,4,-5.768668,-20.05151,1,False
3028,0785-68fedef2-3b2f-466f-a7c3-ab464e5811ca,G,5,-6.153686,-19.478334,1,False
3029,0785-68fedef2-3b2f-466f-a7c3-ab464e5811ca,G,6,-6.7184324,-19.860931,1,False
3030,1202-a64916b2-49d2-4ca4-bd76-cfd3e1ec3954,G,1,-2.8527792,8.947361,0,False
3031,1202-a64916b2-49d2-4ca4-bd76-cfd3e1ec3954,G,2,-3.7213812,2.4003806,1,False
3032,1202-a64916b2-49d2-4ca4-bd76-cfd3e1ec3954,G,3,-18.626657,-18.96785,1,False
3033,1202-a64916b2-49d2-4ca4-bd76-cfd3e1ec3954,G,4,-18.569147,-19.69966,1,False
3034,1202-a64916b2-49d2-4ca4-bd76-cfd3e1ec3954,G,5,-19.394487,-19.019949,1,False
3035,1202-a64916b2-49d2-4ca4-bd76-cfd3e1ec3954,G,6,-19.330433,-19.755203,1,False
3036,1242-e6fcc1c9-ab33-44c7-b31c-4a391beb2b8c,G,1,-5.0005064,0.000995079,0,False
3037,1242-e6fcc1c9-ab33-44c7-b31c-4a391beb2b8c,G,2,-4.0599446,-0.19276035,1,False
3038,1242-e6fcc1c9-ab33-44c7-b31c-4a391beb2b8c,G,3,17.115932,14.931826,1,False
3039,1242-e6fcc1c9-ab33-44c7-b31c-4a391beb2b8c,G,4,16.705854,14.087193,1,False
3040,1242-e6fcc1c9-ab33-44c7-b31c-4a391beb2b8c,G,5,16.490356,14.716979,1,False
3041,1242-e6fcc1c9-ab33-44c7-b31c-4a391beb2b8c,G,6,17.330805,14.303086,1,False
3042,1526-db8d7e61-c668-4fe2-9119-cbf018ccb1c1,G,1,11.559047,-11.833707,0,False
3043,1526-db8d7e61-c668-4fe2-9119-cbf018ccb1c1,G,2,14.549276,-15.112623,0,False
3044,1526-db8d7e61-c668-4fe2-9119-cbf018ccb1c1,G,3,16.380375,-10.768303,1,False
3045,1526-db8d7e61-c668-4fe2-9119-cbf018ccb1c1,G,4,13.540155,-9.854758,1,False
3046,1526-db8d7e61-c668-4fe2-9119-cbf018ccb1c1,G,5,14.524832,-10.706611,1,False
3047,1526-db8d7e61-c668-4fe2-9119-cbf018ccb1c1,G,6,14.0479965,-10.46925,1,False
3048,1567-e80221b4-f349-4b3b-9921-224ee47eea1f,G,1,-10.016456,0.9014185,0,False
3049,1567-e80221b4-f349-4b3b-9921-224ee47eea1f,G,2,-10.638453,2.259435,1,False
3050,1567-e80221b4-f349-4b3b-9921-224ee47eea1f,G,3,-11.504618,1.7030036,0,False
3051,1567-e80221b4-f349-4b3b-9921-224ee47eea1f,G,4,-11.463074,2.5003686,0,False
3052,1567-e80221b4-f349-4b3b-9921-224ee47eea1f,G,5,-12.198787,3.7997997,1,False
3053,1567-e80221b4-f349-4b3b-9921-224ee47eea1f,G,6,14.2334795,-19.148596,1,False
3054,1598-17655913-31a4-4ca6-b86c-383db06bfde9,G,1,-2.0745926,5.851956,1,False
3055,1598-17655913-31a4-4ca6-b86c-383db06bfde9,G,2,-3.5611696,25.346716,1,False
3056,1598-17655913-31a4-4ca6-b86c-383db06bfde9,G,3,-1.7410635,22.46642,1,False
3057,1598-17655913-31a4-4ca6-b86c-383db06bfde9,G,4,-2.8547988,25.700806,1,False
3058,1598-17655913-31a4-4ca6-b86c-383db06bfde9,G,5,-2.853178,24.541397,1,False
3059,1598-17655913-31a4-4ca6-b86c-383db06bfde9,G,6,-2.125698,24.514437,1,False
3060,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,G,1,7.477007,-9.845538,1,False
3061,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,G,2,6.7344003,-8.998905,1,False
3062,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,G,3,18.412235,-11.196611,1,False
3063,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,G,4,18.423874,-9.873741,1,False
3064,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,G,5,18.963854,-9.596579,1,False
3065,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,G,6,19.190712,-10.157243,1,False
3066,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,G,1,13.132179,-17.546144,0,False
3067,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,G,2,11.2861,-18.813866,0,False
3068,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,G,3,11.445333,-20.17793,0,False
3069,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,G,4,10.205442,-17.564892,1,False
3070,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,G,5,10.790866,-18.01328,0,False
3071,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,G,6,11.788542,-18.333534,1,False
3072,1747-31c92e68-6900-4f75-b1d5-f0fe4ea823a3,G,1,-2.6831825,-12.970735,1,False
3073,1747-31c92e68-6900-4f75-b1d5-f0fe4ea823a3,G,2,-3.8514314,-11.984509,1,False
3074,1747-31c92e68-6900-4f75-b1d5-f0fe4ea823a3,G,3,-4.957611,-12.257278,1,False
3075,1747-31c92e68-6900-4f75-b1d5-f0fe4ea823a3,G,4,-3.5797365,-30.793781,1,False
3076,1747-31c92e68-6900-4f75-b1d5-f0fe4ea823a3,G,5,-3.8527892,-31.178352,1,False
3077,1747-31c92e68-6900-4f75-b1d5-f0fe4ea823a3,G,6,-3.9829957,-30.79616,1,False
3078,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,G,1,7.331408,-2.0042503,1,False
3079,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,G,2,14.09104,-5.9697638,1,False
3080,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,G,3,14.402896,-7.16198,1,False
3081,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,G,4,17.824461,-7.2948847,1,False
3082,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,G,5,18.069464,-7.5962334,1,False
3083,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,G,6,16.68629,-7.828414,1,False
3084,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,G,1,-21.64411,9.563345,1,False
3085,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,G,2,-21.930685,10.413582,1,False
3086,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,G,3,-23.440956,10.559814,1,False
3087,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,G,4,-22.765701,10.832485,1,False
3088,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,G,5,-23.45589,9.77834,1,False
3089,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,G,6,-22.781363,9.872914,1,False
3090,2535-a47c997d-4aac-43f5-adad-6d8e492ba2eb,G,1,8.337147,-5.8719687,1,False
3091,2535-a47c997d-4aac-43f5-adad-6d8e492ba2eb,G,2,-11.563598,-0.99056125,0,False
3092,2535-a47c997d-4aac-43f5-adad-6d8e492ba2eb,G,3,-35.602913,9.918868,1,False
3093,2535-a47c997d-4aac-43f5-adad-6d8e492ba2eb,G,4,-35.10798,10.716544,1,False
3094,2535-a47c997d-4aac-43f5-adad-6d8e492ba2eb,G,5,-34.958485,10.07055,1,False
3095,2535-a47c997d-4aac-43f5-adad-6d8e492ba2eb,G,6,-35.751556,10.565384,1,False
3096,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,G,1,24.774446,16.577911,1,False
3097,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,G,2,31.54185,19.946833,1,False
3098,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,G,3,32.174393,18.970114,1,False
3099,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,G,4,30.39603,19.73203,1,False
3100,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,G,5,31.174446,19.100384,1,False
3101,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,G,6,30.26317,15.825495,1,False
3102,3321-5540179d-7955-4363-b9d2-e392f26a1256,G,1,16.867077,-5.0124593,0,False
3103,3321-5540179d-7955-4363-b9d2-e392f26a1256,G,2,-11.658244,12.982351,0,False
3104,3321-5540179d-7955-4363-b9d2-e392f26a1256,G,3,-21.276754,7.68651,0,False
3105,3321-5540179d-7955-4363-b9d2-e392f26a1256,G,4,-11.38606,12.807705,1,False
3106,3321-5540179d-7955-4363-b9d2-e392f26a1256,G,5,-10.2701845,12.018115,0,False
3107,3321-5540179d-7955-4363-b9d2-e392f26a1256,G,6,-22.534134,8.0554285,1,False
3108,3419-7061f84e-30ba-48dc-9bc3-133c5fdf8fa3,G,1,-4.5736656,-2.6087298,0,False
3109,3419-7061f84e-30ba-48dc-9bc3-133c5fdf8fa3,G,2,-6.504996,-2.5649316,0,False
3110,3419-7061f84e-30ba-48dc-9bc3-133c5fdf8fa3,G,3,-7.4922295,-3.234474,1,False
3111,3419-7061f84e-30ba-48dc-9bc3-133c5fdf8fa3,G,4,-25.82482,-6.3971605,1,False
3112,3419-7061f84e-30ba-48dc-9bc3-133c5fdf8fa3,G,5,-25.82482,-6.3971605,1,False
3113,3419-7061f84e-30ba-48dc-9bc3-133c5fdf8fa3,G,6,-25.413624,-6.57965,1,False
3114,3617-9ac86786-87e4-468d-bbd9-ffdb2a55bf4e,G,1,-4.5656853,5.438647,1,False
3115,3617-9ac86786-87e4-468d-bbd9-ffdb2a55bf4e,G,2,6.1099067,-5.0839396,1,False
3116,3617-9ac86786-87e4-468d-bbd9-ffdb2a55bf4e,G,3,4.5362754,-13.841181,0,False
3117,3617-9ac86786-87e4-468d-bbd9-ffdb2a55bf4e,G,4,4.5362754,-13.841181,1,False
3118,3617-9ac86786-87e4-468d-bbd9-ffdb2a55bf4e,G,5,4.5362754,-13.841181,1,False
3119,3617-9ac86786-87e4-468d-bbd9-ffdb2a55bf4e,G,6,15.0205345,6.508659,1,False
3120,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,G,1,-16.433117,5.131206,0,False
3121,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,G,2,-21.514746,2.9463615,1,False
3122,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,G,3,-21.800434,1.0281346,1,False
3123,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,G,4,-22.716984,2.5184479,1,False
3124,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,G,5,-23.705442,0.6085008,1,False
3125,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,G,6,-23.487524,-0.20610888,1,False
