gameid,msgTime,trialNum,repetitionNum,role,intendedName,timeElapsed,contents
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402647532,36,3,director,A,3074,carrying square on back
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402664047,37,4,director,G,7430,ballet dancer with leg out
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402681697,38,4,director,A,4950,square on back
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402697814,39,4,director,F,4359,sitting down with leg out
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402713877,40,4,director,L,6745,pointing to the right and kneeling
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402739143,41,4,director,K,12223,pointing to the right and kneeling like praying
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402756367,42,4,director,D,5154,pointing to left
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402772277,43,4,director,J,5540,pointing out right with one arm
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402789920,44,4,director,I,4709,ice skating with leg out
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402797604,45,4,director,B,759,mouse
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402811210,46,4,director,C,1882,flying nun
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402820895,47,4,director,E,1029,rabbit
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402831112,48,4,director,H,2890,no arms or legs
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402841465,49,5,director,I,2531,ice skating
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402852985,50,5,director,C,1656,flying nun
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402863349,51,5,director,G,2034,ballet dancer
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402876407,52,5,director,D,4764,pointing to left
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402892333,53,5,director,H,4590,no arms or legs
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402904332,54,5,director,F,4519,sitting down with leg out
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402915563,55,5,director,E,1132,rabbit
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402932288,56,5,director,J,7606,pointing to right with one leg
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402954129,57,5,director,B,806,mouse
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402968418,58,5,director,L,6385,pointing to right and kneeling
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490402992087,59,5,director,K,10235,pointing to right and kneeling but not like the last one
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490403006066,60,5,director,A,1714,square on back
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490403018746,61,6,director,C,4803,flying nun
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490403031036,62,6,director,D,5475,pointing to left
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490403044899,63,6,director,A,4123,square on back
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490403054722,64,6,director,E,928,rabbit
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490403069420,65,6,director,L,5525,pointing to right and kneeling
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490403083100,66,6,director,H,4242,no arms or legs
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490403091860,67,6,director,B,736,mouse
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490403102406,68,6,director,G,1714,ballet dancer
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490403117283,69,6,director,K,5518,pointing to right and kneeling
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490403129789,70,6,director,I,1929,ice skating
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490403144827,71,6,director,J,3718,pointing to right
6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,1490403159136,72,6,director,F,5224,sitting down with leg out
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402084014,1,1,director,L,23575,"ok so this one looks like a person with slightly bent knees, pointing their arms to the right"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402134758,2,1,director,H,18117,this one is hard...  kind of looks like a person in a sleeping bag.  can't really make out arms or legs
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402167596,3,1,director,E,14303,this one is like a square with a windmill on top of a hill
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402213739,4,1,director,A,13410,"a person kicking their leg out to the left and looking down, with a square on his back"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402261179,5,1,director,I,24705,"a person in sort of a ballet pose, leaning over slightly to the left and sticking their leg straight out behind them to the right"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402327148,6,1,director,K,27220,"kind of like the first one we did, a person slightly crouched with their arms pointed to the right, but this one has more of a dress that sticks up in the back"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402400886,7,1,director,D,34708,"sort of like a person in a graduation gown, his body is very straight and is holding a square object to the left"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402445461,8,1,director,C,14699,kinda looks like a ghost flying.  bent slightly to the left with arms up in the air
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402497383,9,1,director,G,25342,"no idea what this one is.  it's the least human looking one of all, but not the other one we did with the square windmill on top of a hill"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402534294,9,1,matcher,G,661,hmm
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402541878,9,1,director,G,16052,i don't really know how to describe this one...  looks like nothing
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402556525,9,1,director,G,13854,"there is a square on top, with two triangles spaced farther apart on the right side"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402558472,9,1,matcher,G,6303,anything sticking out on it?
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402573932,9,1,director,G,7525,the triangles are sticking out to the right
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402621862,10,1,director,F,14263,"this one is like a person sitting on the ground with his back against a wall, knees bent"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402631998,10,1,director,F,9784,sorta like he's reading a book up against a tree or something
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402653185,10,1,director,F,3452,legs are pointed to the left
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402701540,11,1,director,J,14193,"very boxy body on this one, small triangle near the top pointed to the right"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402716006,11,1,director,J,10532,the bottom has a slight triangle for a foot also
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402739382,12,1,director,B,19776,a person that is kneeling over with his arms stretched out
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402747432,12,1,director,B,7769,i think this is the one you picked for the impossible to describe one
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402757978,12,1,director,B,6048,leg is sort of sticking out behind him to the left
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402783586,13,2,director,L,5683,the one you just picked 
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402804784,13,2,director,L,1136,is this one
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402822727,14,2,director,A,7414,"person kicking leg to the left, looking down at it"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402826173,14,2,director,A,1794,square on back
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402846779,15,2,director,E,4355,box windmill thing on top of hill
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402877123,16,2,director,D,7632,"person in graduation outfit, holding a box"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402913926,17,2,director,J,12757,"another hard one to describe, body is basically one solid piece"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402922215,17,2,director,J,4702,very boxy body
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402928156,17,2,director,J,5080,small triangle at top pointed to the right
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402936556,17,2,director,J,4530,base is slightly narrower than the body
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490402973468,18,2,director,B,12505,"person kneeling with arms spread to the sides, leg stuck out behind to the left"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403029553,19,2,director,G,4847,the impossible to describe one again
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403048918,19,2,director,G,12619,"i guess it kind looks like a candle on top, the square is off to the left on top"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403054669,19,2,director,G,5287,two triangles on the backside of the object
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403069319,20,2,director,C,2326,umm the ghost again
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403095130,21,2,director,K,16129,"person kneeling slightly, arms to the right, but slightly bigger gown in the back"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403146620,22,2,director,I,9715,"person bent over to the left, leg stuck straight out to the right"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403166644,22,2,director,I,7711,i'll call this one the chicken pose if it shows up again
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403193316,23,2,director,H,2837,sleeping bag guy
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403211617,24,2,director,F,4629,guy sitting and reading
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403216437,24,2,director,F,4017,back against a wall
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403236777,25,3,director,C,662,ghost
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403251111,26,3,director,E,3115,windmill box on a hill
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403272365,27,3,director,G,3845,impossible candle like one
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403310865,28,3,director,H,4310,sleeping bag guy
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403330350,29,3,director,F,5550,guy reading against a wall
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403352172,30,3,director,D,7150,"graduation guy, holding a box to the left"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403390431,31,3,director,K,9764,"guy kneeling, arms to the left, slightly bigger gown in the back"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403397618,31,3,director,K,2455,arms to he right
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403438873,32,3,director,I,1910,chicken pose
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403474657,33,3,director,A,11841,"sad guy kicking leg to the left, looking down"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403492014,33,3,director,A,9291,i'll just call this one the sad guy if that works for you haha
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403525722,34,3,director,B,12490,"arms spread to the sides, leg stuck out to the left"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403535614,34,3,director,B,8879,kneeling slightly
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403574180,35,3,director,L,13012,"bent knees, arms to the right"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403584048,35,3,director,L,5274,not the one with the bigger gown in the back
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403607569,36,3,director,J,9553,one of the hard ones..
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403623256,36,3,director,J,15232,oh this is the one you thought looked like a candle
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403628969,36,3,director,J,5188,not the impossible one i explained
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403643015,37,4,director,J,13638,i'll just call that one the candle
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403645645,37,4,director,J,2143,candle again
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403660211,37,4,director,J,8508,it does look like a candle now that i think about it hah
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403663885,37,4,director,J,2619,but yeah same one again
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403694334,38,4,director,F,1797,guy reading
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403705917,39,4,director,A,956,sad guy
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403730371,40,4,director,G,3469,the impossible one
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403734444,40,4,director,G,2873,triangles on the right side
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403752196,41,4,director,C,553,ghost
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403783356,42,4,director,I,1252,chicken pose
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403797235,43,4,director,H,1550,sleeping bag
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403823885,44,4,director,K,6587,"bigger gown in back, arms to the right, slightly kneeling"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403838521,45,4,director,E,3187,windmill box on hill
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403858558,46,4,director,D,1426,graduation guy
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403880339,47,4,director,L,6980,"kneeling, arms to the right, not the bigger gown one"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403900318,48,4,director,B,6463,"arms spread, kneeling, leg behind to the left"
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403919430,49,5,director,H,1436,sleeping bag
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403929762,50,5,director,I,865,chicken
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403943018,51,5,director,E,2816,windmill box on hill
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403954815,52,5,director,K,2889,bigger gown in back one
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403958872,52,5,director,K,2036,arms to the right
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403963670,53,5,director,C,473,ghost
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403974598,54,5,director,B,2155,arms spread
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403977452,54,5,director,B,1791,leg to the left
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403983786,55,5,director,F,988,guy reading
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490403992157,56,5,director,J,566,candle
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404002136,57,5,director,D,1803,graduation guy
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404016740,58,5,director,G,1867,impossible one
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404026053,58,5,director,G,3729,triangles hanging off on the right
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404038263,59,5,director,A,1374,sad guy
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404048853,60,5,director,L,1426,small gown
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404051773,60,5,director,L,1888,arms to the right
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404061877,61,6,director,H,1236,sleeping bag
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404069771,62,6,director,K,1193,bigger gown
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404072987,62,6,director,K,2044,arms to the right
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404081729,63,6,director,F,1164,reading guy
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404089391,64,6,director,I,783,chicken
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404097884,65,6,director,E,2092,windmill box
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404106380,65,6,director,E,891,on hill
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404112668,66,6,director,L,1597,small gown
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404123484,67,6,director,G,8605,impossible one
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404128928,67,6,director,G,3441,triangles hanging off on the right
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404140562,68,6,director,D,1484,graduation guy
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404150896,69,6,director,C,1446,ghost
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404158012,70,6,director,A,932,sad guy
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404167036,71,6,director,J,556,candle
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404179405,72,6,director,B,1653,arms spread
8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,1490404183413,72,6,director,B,3943,leg out to the left
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402172644,1,1,director,H,4460,it sort of looks like a person kneeling
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402187167,2,1,director,J,6936,you can't see arms either
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402215110,3,1,director,L,23968,this one is kneeling as well.  it has an arm facing to the right
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402268597,5,1,director,D,7265,this is like a pope holding a scroll.  the scroll is on his left side.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402275184,5,1,director,D,1135,he's standing
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402292754,6,1,director,A,11166,"this one is a dancer.  he has one leg on ground, and one leg kicked up a bit on left."
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402324555,7,1,director,B,19233,this one is kneeling.  it's facing forward and has his triangle arms on both left and right.  the feet are extended together to the bottom left
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402361412,8,1,director,E,12609,this one looks like a bunny rabbit.  the body curls from bottom right to top left.  it has two bunny ears
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402392331,9,1,director,C,19217,this one looks like a man in mid air falling.  his body is shifted to the left.  he's semi-upright.  he has no legs
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402444548,10,1,director,K,24050,this one is kneeling and has his arm extended to the right.  the heels of his feet extend quite high on the air.  the triangle head is perfectly upright on the very top and centered
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402507207,11,1,director,I,25150,this one is bending over to the left with one of his feet in the air behind him.  both his triangle arms are facing to the left.  one of the arms is directly above the other.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402545161,12,1,director,F,16861,this man is resting down with his legs to the left.  he's sitting on the ground.  he has no arms.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402568488,13,2,director,I,10106,this is the guy that is bending to the left with his back left in the air and his arms on the left
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402573202,13,2,director,I,1151,from before.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402629905,14,2,director,B,30541,this person is kneeling.  his arms are left and right.  triangles.  his feet extend behind him and to the left.   it's arms are like chicken wings
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402657363,15,2,director,D,4618,this is the pope holding the scroll while standing.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402659600,15,2,director,D,1015,from earlier
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402676247,16,2,director,E,2783,this is the bunny rabbit
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402696658,17,2,director,H,7445,this is the kneeling with no legs or arms visible
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402734382,18,2,director,A,13078,"this guy has one leg kicked up to the left.  he has a beak on the left, and a normal diamond head on the right"
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402779892,19,2,director,L,29365,this person is kneeling and facing to the right.  his body is shaped like a lightning bolt.  he's not quite kneeling but kinda squatting.  he may be kneeling on something like a communion pad at a church.  his arms are to the right
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402803009,20,2,director,G,5142,this is the most non human like one.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402834866,21,2,director,C,3567,this is the falling guy with no legs
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402868260,22,2,director,J,23568,this has a diamond head that is perfectly up right.  it doesn't't really have legs.  the bottom left of his body is a perfect 90 degree angle
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402926800,23,2,director,K,21773,this person has his arms to the right.  he is kneeling.  it's like he's begging.  his heels extend really high up.  it's as if his heels are as tall as his butt.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490402968733,24,2,director,F,22434,this is the person that's resting on the ground with his legs out in front of him.  his knees are slightly bent.  his arms are not visible.  imagine someone resting on the ground against a tree.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403001227,25,3,director,E,2791,this is the bunny rabbit.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403048373,26,3,director,I,23351,this is the guy with his one leg kicked up on the right and his arms on the left.  he's bending to the left.  his arms are triangles and one arm is directly above the other.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403054068,26,3,director,I,1841,his arms are on the left
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403065019,27,3,director,K,5360,this is the person kneeling with the really tall heels.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403074939,27,3,director,K,6575,facing to the right with arms to the right
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403090888,28,3,director,G,8819,this is the most non-human like one.  i imagine it looks like a seal.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403102436,28,3,director,G,5265,except with a random triangle arm on bottom right
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403114893,29,3,director,C,1615,this is falling man.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403129674,30,3,director,D,4102,pope with the scroll standing up.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403154858,31,3,director,B,15550,chicken arms.  arms on left and right.  diamond head on the top.  one leg extending on bottom left.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403180803,32,3,director,J,14771,this is the bottom left is a 90 degree angle.  the body is very square-like.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403189834,32,3,director,J,3579,diamond head perfectly upright.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403205902,33,3,director,A,10962,"guy dancing with the beak on top left, head on top right, and leg kicked up a bit on left"
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403223774,34,3,director,F,3854,guy resting against a tree.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403237793,35,3,director,H,4858,the guy kneeling with no arms or legs visible
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403277725,36,3,director,L,21049,the lightning bolt guy.  one arm to the right.  perfect diamond head.  knees bent as if bending over a communion cushion.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403291706,37,4,director,F,9291,resting against a tree.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403300785,38,4,director,C,1262,falling guy.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403315093,39,4,director,B,1376,chicken wings
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403325882,40,4,director,K,1908,tall heels.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403340101,41,4,director,I,6514,both arms on left.  leg kicked up in air on right
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403350602,42,4,director,L,2111,communion cushion.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403352654,42,4,director,L,835,cushion
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403368782,43,4,director,D,1832,pope with scroll.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403382251,44,4,director,J,4162,90 degree angle square body
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403393774,44,4,director,J,4266,bottom left is 90 degree angle
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403406569,45,4,director,A,5007,beak top left.  head top right.  leg kicked up on left
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403420436,46,4,director,H,4049,kneeling guy with no arms or legs visible.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403433431,47,4,director,E,1588,bunny rabbit
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403443388,48,4,director,G,895,seal.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403447881,48,4,director,G,2790,with dumb extra arm.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403456743,48,4,director,G,1619,macaroni noodle
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403458867,48,4,director,G,1665,with an extra arm
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403470779,49,5,director,F,2149,resting against a tree.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403489188,50,5,director,L,11735,communion cushion.  his knees are bent on the right halfway up his legs.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403503552,51,5,director,J,2779,90 degree angle guy.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403513156,52,5,director,C,1210,falling man.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403520370,53,5,director,E,797,bunny
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403530787,54,5,director,H,2933,no arms or no legs kneeling guy
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403540178,55,5,director,D,873,scroll
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403556800,56,5,director,I,8301,back right leg kicked up.  both arms on left one directly above other.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403566777,57,5,director,B,1130,chicken wing.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403579461,58,5,director,K,2240,the tall heel guy
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403594056,59,5,director,G,3762,this is the seal elbow macaroni
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403605502,60,5,director,A,2695,top left beak top right head
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403617116,61,6,director,K,1062,tall heels
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403627861,62,6,director,A,939,beak.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403640667,63,6,director,F,2062,resting against a tree
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403654323,64,6,director,H,2187,no arms no legs kneeling
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403665848,65,6,director,G,1934,elbow macaroni seal
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403677600,66,6,director,L,1972,communion cushion
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403692248,67,6,director,I,2864,"arms on left, one above other."
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403700492,68,6,director,D,6713,scroll
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403710459,69,6,director,E,775,bunny
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403723165,70,6,director,B,5669,ain't no thing but a chicken wing.
9559-04e2b195-6540-4711-9830-5178487fc07c,1490403736106,71,6,director,J,2981,90 degree angle dude
