gameid,msgTime,roundNum,role,contents,totalLength,thinksHuman,comments,ratePartner,nativeEnglish,numRawWords
1613-e,1459992743752,3,director,mouse is 3,1330847,yes,It got easier as the experiment went on.,okay,yes,3
1613-e,1459992752843,3,director,kneeling person pointing right is 6,1330847,yes,It got easier as the experiment went on.,okay,yes,6
1613-e,1459992762515,3,director,sitting person with legs bent (pointing left) is 7,1330847,yes,It got easier as the experiment went on.,okay,yes,9
1613-e,1459992767817,3,director,beak man is 8,1330847,yes,It got easier as the experiment went on.,okay,yes,4
1613-e,1459992772998,3,director,ghost is 9,1330847,yes,It got easier as the experiment went on.,okay,yes,3
1613-e,1459992774863,3,director,bunny is 10,1330847,yes,It got easier as the experiment went on.,okay,yes,3
1613-e,1459992779104,3,director,skater is 11,1330847,yes,It got easier as the experiment went on.,okay,yes,3
1613-e,1459992795945,4,director,robe 1,1330847,yes,It got easier as the experiment went on.,okay,yes,2
1613-e,1459992800658,4,director,legs bent 2,1330847,yes,It got easier as the experiment went on.,okay,yes,3
1613-e,1459992805295,4,director,sitting right 4,1330847,yes,It got easier as the experiment went on.,okay,yes,3
1613-e,1459992808936,4,director,kneeling right 5,1330847,yes,It got easier as the experiment went on.,okay,yes,3
1613-e,1459992811136,4,director,bunny 6,1330847,yes,It got easier as the experiment went on.,okay,yes,2
1613-e,1459992814771,4,director,beak man 8,1330847,yes,It got easier as the experiment went on.,okay,yes,3
1613-e,1459992820496,4,director,skater pointing left 9,1330847,yes,It got easier as the experiment went on.,okay,yes,4
1613-e,1459992822454,4,director,mouse 10,1330847,yes,It got easier as the experiment went on.,okay,yes,2
1613-e,1459992824731,4,director,ghost 11,1330847,yes,It got easier as the experiment went on.,okay,yes,2
1613-e,1459992839152,4,director,weird C with square on top 12,1330847,yes,It got easier as the experiment went on.,okay,yes,7
1613-e,1459992863675,5,director,bunny 1,1330847,yes,It got easier as the experiment went on.,okay,yes,2
1613-e,1459992866828,5,director,beak 2,1330847,yes,It got easier as the experiment went on.,okay,yes,2
1613-e,1459992871631,5,director,ghost 5,1330847,yes,It got easier as the experiment went on.,okay,yes,2
1613-e,1459992875918,5,director,sitting right 6,1330847,yes,It got easier as the experiment went on.,okay,yes,3
1613-e,1459992880406,5,director,robe pointing left 7,1330847,yes,It got easier as the experiment went on.,okay,yes,4
1613-e,1459992893808,5,director,sitting and legs bent (left) 9,1330847,yes,It got easier as the experiment went on.,okay,yes,6
1613-e,1459992895672,5,director,skater 10,1330847,yes,It got easier as the experiment went on.,okay,yes,2
1613-e,1459992897723,5,director,kneeling 11,1330847,yes,It got easier as the experiment went on.,okay,yes,2
1613-e,1459992900535,5,director,mouse 12,1330847,yes,It got easier as the experiment went on.,okay,yes,2
1613-e,1459992928854,6,director,sitting with legs bent pointing left 1,1330847,yes,It got easier as the experiment went on.,okay,yes,7
1613-e,1459992935780,6,director,kneeliing right 2,1330847,yes,It got easier as the experiment went on.,okay,yes,3
1613-e,1459992937478,6,director,ghost 3,1330847,yes,It got easier as the experiment went on.,okay,yes,2
1613-e,1459992945905,6,director,backwards c with square on top 4,1330847,yes,It got easier as the experiment went on.,okay,yes,7
1613-e,1459992949163,6,director,sitting right 5,1330847,yes,It got easier as the experiment went on.,okay,yes,3
1613-e,1459992953161,6,director,skater 7,1330847,yes,It got easier as the experiment went on.,okay,yes,2
1613-e,1459992954903,6,director,bunny 8,1330847,yes,It got easier as the experiment went on.,okay,yes,2
1613-e,1459992962208,6,director,robe pointing left 10,1330847,yes,It got easier as the experiment went on.,okay,yes,4
1613-e,1459992963596,6,director,mouse 11,1330847,yes,It got easier as the experiment went on.,okay,yes,2
1613-e,1459992967314,6,director,beak man 12,1330847,yes,It got easier as the experiment went on.,okay,yes,3
1613-e,1459992977536,6,director,pac man pointing right 6,1330847,yes,It got easier as the experiment went on.,okay,yes,5
1613-e,1459992983731,6,director,diamond on top 9,1330847,yes,It got easier as the experiment went on.,okay,yes,4
8110-8,1459992777813,1,matcher,ready,1779446,yes,,loved,yes,1
8110-8,1459992821775,1,director,1 is sitting man facing to right,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,7
8110-8,1459992847480,1,matcher,looks like he has bunny ears?,1779446,yes,,loved,yes,6
8110-8,1459992882708,1,director,"no, bottom is roundish and small triangle pointing to right",2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,10
8110-8,1459992907265,1,director,bunny ears is 11,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459992955276,1,matcher,ok. what about the one that looks lik he's skating,1779446,yes,,loved,yes,10
8110-8,1459992975161,1,director,on one leg?  3,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459992984528,1,matcher,"yes, leaning left",1779446,yes,,loved,yes,3
8110-8,1459993018994,1,director,that's 3.  z-man is12.  body is shaped like a z,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,10
8110-8,1459993029318,1,director,backwards z,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459993069283,1,matcher,"ok. what about sitting with back to the right, legs out",1779446,yes,,loved,yes,11
8110-8,1459993091878,1,director,legs straight or ben?,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459993095868,1,director,bent?,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,1
8110-8,1459993121688,1,matcher,"bent, like knees are up",1779446,yes,,loved,yes,5
8110-8,1459993155639,1,director,6.  the one sitting straight with arms in the back (right) is 8,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,13
8110-8,1459993180110,1,director,man leaning far to the left is 10,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,8
8110-8,1459993223513,1,matcher,so 10 is arms upraised?,1779446,yes,,loved,yes,5
8110-8,1459993228818,1,director,yes,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,1
8110-8,1459993235622,1,matcher,still confused on 8,1779446,yes,,loved,yes,4
8110-8,1459993275957,1,director,"sitting, legs straight to the left.  one arm pointing upper right, the other, lower right",2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,15
8110-8,1459993303683,1,matcher,ok. looks like a dancer dragging a cape to me. but ok,1779446,yes,,loved,yes,12
8110-8,1459993329465,1,director,"man standing straight pointing left, 5.",2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,6
8110-8,1459993405879,1,matcher,"what a bout kneeling with arms up,",1779446,yes,,loved,yes,7
8110-8,1459993440273,1,director,"9, i think",2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,3
8110-8,1459993440650,1,matcher,right arm slightly detached,1779446,yes,,loved,yes,4
8110-8,1459993448129,1,director,yeah,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,1
8110-8,1459993468055,1,matcher,ok. kneeling holding a plate facing right,1779446,yes,,loved,yes,7
8110-8,1459993493433,1,director,2,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,1
8110-8,1459993538318,1,director,can we submit for this round?,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,6
8110-8,1459993569608,1,matcher,is the monster looking one with the hunchback on 7,1779446,yes,,loved,yes,10
8110-8,1459993583090,1,director,lol.  yeah.,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459993603478,1,matcher,superman ready to take off on 4,1779446,yes,,loved,yes,7
8110-8,1459993613669,1,director,yep,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,1
8110-8,1459993616731,1,matcher,ok,1779446,yes,,loved,yes,1
8110-8,1459993638782,2,matcher,nailed it!,1779446,yes,,loved,yes,2
8110-8,1459993649308,2,director,"1 is flying to the left, arms in the air",2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,10
8110-8,1459993661757,2,matcher,ok. superman?,1779446,yes,,loved,yes,2
8110-8,1459993705552,2,director,superman is 6 (mostly upright).  1 is leaning far to the left.,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,12
8110-8,1459993723393,2,matcher,ok. nicknaming them a;;,1779446,yes,,loved,yes,4
8110-8,1459993732399,2,matcher,all. beast?,1779446,yes,,loved,yes,2
8110-8,1459993745391,2,director,4,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,1
8110-8,1459993751429,2,director,bunny ears 3,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,3
8110-8,1459993758380,2,matcher,skater,1779446,yes,,loved,yes,1
8110-8,1459993761502,2,director,12,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,1
8110-8,1459993771872,2,director,kneeling plate holder 11,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459993779746,2,matcher,z,1779446,yes,,loved,yes,1
8110-8,1459993783403,2,director,2,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,1
8110-8,1459993800907,2,matcher,dancer with the cape,1779446,yes,,loved,yes,4
8110-8,1459993815381,2,director,9,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,1
8110-8,1459993824241,2,matcher,kneeling arms up,1779446,yes,,loved,yes,3
8110-8,1459993846390,2,director,right arm slightly detached? 7,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,5
8110-8,1459993864035,2,matcher,sitting kees up,1779446,yes,,loved,yes,3
8110-8,1459993869572,2,director,5,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,1
8110-8,1459993891206,2,director,"standing, pointing left 10",2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459993901739,2,matcher,ok. call him the preacher,1779446,yes,,loved,yes,5
8110-8,1459993927048,2,matcher,so 8 is sitting facing right,1779446,yes,,loved,yes,6
8110-8,1459993933247,2,director,yes,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,1
8110-8,1459993950109,2,matcher,submitting,1779446,yes,,loved,yes,1
8110-8,1459993964177,3,matcher,bingo,1779446,yes,,loved,yes,1
8110-8,1459993968494,3,director,:-),2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,1
8110-8,1459993979210,3,director,bunny ears 4,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,3
8110-8,1459993987035,3,director,monster 10,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459993993507,3,director,preacher 8,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459993998954,3,director,z man 7,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,3
8110-8,1459994008476,3,director,skater 11,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459994027600,3,director,kneeling plate holder 12,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459994049627,3,director,dancer with the cape 5,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,5
8110-8,1459994060988,3,matcher,superman?,1779446,yes,,loved,yes,1
8110-8,1459994080907,3,director,flying superman to the left 1,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,6
8110-8,1459994093449,3,director,taking off superman mostly upright 9,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,6
8110-8,1459994114810,3,matcher,lol,1779446,yes,,loved,yes,1
8110-8,1459994122460,3,director,sitting knees up 2,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459994155086,3,matcher,kneeling arm detached,1779446,yes,,loved,yes,3
8110-8,1459994166878,3,director,3,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,1
8110-8,1459994172002,3,director,sitting facing right 6,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459994178825,3,matcher,ok,1779446,yes,,loved,yes,1
8110-8,1459994185677,4,matcher,3 in a row,1779446,yes,,loved,yes,4
8110-8,1459994195851,4,director,good bonus i hope,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459994207635,4,director,flying superman to the left 1,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,6
8110-8,1459994220589,4,director,sitting arm detached 2,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459994225928,4,director,monster 3,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459994231345,4,director,bunny ears 4,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,3
8110-8,1459994235517,4,director,preacher 5,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459994240071,4,director,skater 6,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459994249949,4,director,sitting facing right 7,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459994268404,4,director,"sitting, bent knees facing left 8",2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,6
8110-8,1459994273187,4,director,cape 9,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459994295135,4,director,superman taking off mostly upright 10,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,6
8110-8,1459994301226,4,director,z man 11,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,3
8110-8,1459994306930,4,matcher,plate 12,1779446,yes,,loved,yes,2
8110-8,1459994310245,4,director,yep,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,1
8110-8,1459994320177,5,matcher,and 4!,1779446,yes,,loved,yes,2
8110-8,1459994321997,5,director,z man 1,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,3
8110-8,1459994331872,5,director,left flying superman 2,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459994338830,5,director,sitting bent knees 3,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459994342988,5,director,monster 4,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459994345935,5,director,preacher 5,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459994351296,5,director,skater 6,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459994354536,5,director,cape 7,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459994362530,5,director,sitting facing right 8,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459994368651,5,director,bunny ears 9,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,3
8110-8,1459994374101,5,director,10 plate,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459994404606,5,director,sorry...10 is right arm detached,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,5
8110-8,1459994410611,5,director,12 is kneeling plate,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459994419375,5,matcher,superman 11,1779446,yes,,loved,yes,2
8110-8,1459994419729,5,director,11 is superman taking off,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,5
8110-8,1459994422831,5,matcher,ok,1779446,yes,,loved,yes,1
8110-8,1459994429499,6,matcher,5!,1779446,yes,,loved,yes,1
8110-8,1459994429810,6,director,1 skater,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459994440766,6,director,2 superman taking off,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459994444744,6,director,3 preacher,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459994449423,6,director,4 cape,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459994454725,6,director,5 monster,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,2
8110-8,1459994462267,6,director,6 detached arm,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,3
8110-8,1459994468604,6,director,7 bunny ears,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,3
8110-8,1459994475980,6,director,8 sitting facing right,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459994486095,6,director,9 flying superman to the left,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,6
8110-8,1459994491054,6,director,10 z man,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,3
8110-8,1459994499383,6,director,"11 kneeling, plate",2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,3
8110-8,1459994510550,6,director,12 sitting knees bent,2269782,yes,This was actually really fun and worth the wait for another person to join,loved,yes,4
8110-8,1459994523823,6,matcher,ding ding ding! We have a winner!,1779446,yes,,loved,yes,7
3461-3,1459992984212,1,director,1st pic looks like a rabbit... 2 triangles on the head (which is a square),1551328,yes,,okay,yes,15
3461-3,1459993018813,1,matcher,5,1373729,yes,,loved,yes,1
3461-3,1459993033687,1,director,Did you find it?,1551328,yes,,okay,yes,4
3461-3,1459993038878,1,matcher,yes,1373729,yes,,loved,yes,1
3461-3,1459993077859,1,director,Ok. 2nd looks like a man with a diamond head. He is facing left.,1551328,yes,,okay,yes,14
3461-3,1459993096030,1,director,Looks as if he is wearing a robe.,1551328,yes,,okay,yes,8
3461-3,1459993100442,1,matcher,do i submit the first one,1373729,yes,,loved,yes,6
3461-3,1459993109018,1,director,"No, only once you match all of them",1551328,yes,,okay,yes,8
3461-3,1459993116e3,1,director,I think,1551328,yes,,okay,yes,2
3461-3,1459993140147,1,matcher,it only lets me pick one at a time,1373729,yes,,loved,yes,9
3461-3,1459993174323,2,director,It says 0 correct... it should let you submit at the end,1551328,yes,,okay,yes,12
3461-3,1459993195083,2,matcher,i think i submit after each round,1373729,yes,,loved,yes,7
3461-3,1459993208216,2,director,Yeah. ready for this round?,1551328,yes,,okay,yes,5
3461-3,1459993213212,2,matcher,it only lets you pick one,1373729,yes,,loved,yes,6
3461-3,1459993230307,2,director,I don't understand... does it let you move the pictures?,1551328,yes,,okay,yes,10
3461-3,1459993252826,2,matcher,it lets you move and order them,1373729,yes,,loved,yes,7
3461-3,1459993271053,2,director,"Yes, just order them but don't submit until the end",1551328,yes,,okay,yes,10
3461-3,1459993276566,2,matcher,ok,1373729,yes,,loved,yes,1
3461-3,1459993297385,2,director,Ok. 1st picture is the man facing left with a diamond head. Looks like he's in a robe,1551328,yes,,okay,yes,18
3461-3,1459993313431,2,matcher,yes,1373729,yes,,loved,yes,1
3461-3,1459993338855,2,director,Ok. Second is the one that looks like a rabbit with 2 triangles on top of a square head,1551328,yes,,okay,yes,19
3461-3,1459993360684,2,matcher,ok,1373729,yes,,loved,yes,1
3461-3,1459993379542,2,director,3rd looks like another man. But he is sitting and facing right,1551328,yes,,okay,yes,12
3461-3,1459993398044,2,matcher,ok,1373729,yes,,loved,yes,1
3461-3,1459993437186,2,director,"4th resembles a boot, with a little triangle as the heel",1551328,yes,,okay,yes,11
3461-3,1459993504397,2,director,got it?,1551328,yes,,okay,yes,2
3461-3,1459993509854,2,matcher,yes,1373729,yes,,loved,yes,1
3461-3,1459993537019,2,director,ok. 5th is a little diamond on top of a broken rectangle,1551328,yes,,okay,yes,12
3461-3,1459993547910,2,matcher,my timer is going to run out don't know if i can finish,1373729,yes,,loved,yes,13
3461-3,1459993552540,2,director,thats okay,1551328,yes,,okay,yes,2
3461-3,1459993565269,2,director,We have 6 rounds,1551328,yes,,okay,yes,4
3461-3,1459993576325,2,director,6th sort of looks like a ghost,1551328,yes,,okay,yes,7
3461-3,1459993589298,2,director,How much time is left?,1551328,yes,,okay,yes,5
3461-3,1459993614535,2,matcher,14 minutes,1373729,yes,,loved,yes,2
3461-3,1459993624568,2,matcher,i am not going to make it,1373729,yes,,loved,yes,7
3461-3,1459993628389,2,director,For the round?,1551328,yes,,okay,yes,3
3461-3,1459993634383,2,director,Or all rounds?,1551328,yes,,okay,yes,3
3461-3,1459993639674,2,matcher,all rounds,1373729,yes,,loved,yes,2
3461-3,1459993643864,2,director,Okay we got it,1551328,yes,,okay,yes,4
3461-3,1459993651837,2,director,Let's just go fast,1551328,yes,,okay,yes,4
3461-3,1459993655247,2,director,No loss,1551328,yes,,okay,yes,2
3461-3,1459993656727,2,matcher,ok hurry,1373729,yes,,loved,yes,2
3461-3,1459993670274,2,director,7 looks like a graduating student,1551328,yes,,okay,yes,6
3461-3,1459993688158,2,matcher,got it,1373729,yes,,loved,yes,2
3461-3,1459993690204,2,director,8 looks like a mouse or dog (triangle head),1551328,yes,,okay,yes,9
3461-3,1459993701549,2,matcher,ok,1373729,yes,,loved,yes,1
3461-3,1459993707666,2,director,9 looks like a person laying down facing left (with a hunch back?),1551328,yes,,okay,yes,13
3461-3,1459993725228,2,director,10 looks like a person in costume marching with one leg up in air,1551328,yes,,okay,yes,14
3461-3,1459993738772,2,director,11 looks like a lady in dress facing right,1551328,yes,,okay,yes,9
3461-3,1459993749192,2,matcher,ok,1373729,yes,,loved,yes,1
3461-3,1459993757618,2,director,12 looks like a dancer with leg in the air out behind them,1551328,yes,,okay,yes,13
3461-3,1459993780139,3,director,we did better!,1551328,yes,,okay,yes,3
3461-3,1459993791874,3,matcher,11 minutes hurry,1373729,yes,,loved,yes,3
3461-3,1459993797926,3,director,1st one is the boot with little triangle heel,1551328,yes,,okay,yes,9
3461-3,1459993810663,3,matcher,ok just keep them coming,1373729,yes,,loved,yes,5
3461-3,1459993815014,3,director,"2nd is man laying down sitting up, w/ hunch back",1551328,yes,,okay,yes,10
3461-3,1459993826331,3,director,3 is man sitting facing right with palm out,1551328,yes,,okay,yes,9
3461-3,1459993842400,3,director,4 is person in costume marching with foot in air,1551328,yes,,okay,yes,10
3461-3,1459993855321,3,director,5 is lady in dress with palm out facing right,1551328,yes,,okay,yes,10
3461-3,1459993864496,3,director,6 is bunny with triangle ears,1551328,yes,,okay,yes,6
3461-3,1459993868588,3,director,7 is ghost,1551328,yes,,okay,yes,3
3461-3,1459993878890,3,director,8 is little triangle on top of broken rectangle,1551328,yes,,okay,yes,9
3461-3,1459993893461,3,director,9 is man in robe who looks like priest,1551328,yes,,okay,yes,9
3461-3,1459993904292,3,director,10 is grad student ( who looks to be flying?),1551328,yes,,okay,yes,10
3461-3,1459993912508,3,director,11 is dancer with leg out,1551328,yes,,okay,yes,6
3461-3,1459993922939,3,director,12 is puppy/rat with trangle head,1551328,yes,,okay,yes,6
3461-3,1459993960641,4,director,1 is man in robe,1551328,yes,,okay,yes,5
3461-3,1459993961435,4,matcher,8minutes left,1373729,yes,,loved,yes,2
3461-3,1459993965726,4,director,2 is bunny,1551328,yes,,okay,yes,3
3461-3,1459993967877,4,director,3 is boot,1551328,yes,,okay,yes,3
3461-3,1459993971143,4,director,4 is lady in dress,1551328,yes,,okay,yes,5
3461-3,1459993980945,4,director,5 is sitting man with palm out facing right,1551328,yes,,okay,yes,9
3461-3,1459993985788,4,director,6 is puppy,1551328,yes,,okay,yes,3
3461-3,1459993998645,4,director,7 is diamond on broken rectangle,1551328,yes,,okay,yes,6
3461-3,1459994004701,4,director,8 is flying grad student,1551328,yes,,okay,yes,5
3461-3,1459994008150,4,director,9 is ghost,1551328,yes,,okay,yes,3
3461-3,1459994012652,4,director,10 is costume marcher,1551328,yes,,okay,yes,4
3461-3,1459994023931,4,director,11 is man on back with hunched back,1551328,yes,,okay,yes,8
3461-3,1459994026913,4,director,12 is dancer,1551328,yes,,okay,yes,3
3461-3,1459994048314,5,matcher,ok 7 minutes,1373729,yes,,loved,yes,3
3461-3,1459994049498,5,director,try different pictures for the descriptions is you want to,1551328,yes,,okay,yes,10
3461-3,1459994053666,5,director,if*,1551328,yes,,okay,yes,1
3461-3,1459994058740,5,director,we might get more right,1551328,yes,,okay,yes,5
3461-3,1459994065597,5,director,1 is puppy,1551328,yes,,okay,yes,3
3461-3,1459994076234,5,matcher,i dont see a puppy,1373729,yes,,loved,yes,5
3461-3,1459994091647,5,matcher,i see a mouse,1373729,yes,,loved,yes,4
3461-3,1459994093576,5,director,The head is a triangle. One ear is a square. The other is a triangle.,1551328,yes,,okay,yes,15
3461-3,1459994096558,5,director,Yeah! mouse,1551328,yes,,okay,yes,2
3461-3,1459994101733,5,matcher,ok,1373729,yes,,loved,yes,1
3461-3,1459994114024,5,director,2 is a man laying on his back with one leg out,1551328,yes,,okay,yes,12
3461-3,1459994115566,5,matcher,hurry 5 minutes,1373729,yes,,loved,yes,3
3461-3,1459994125562,5,director,3 is a boot,1551328,yes,,okay,yes,4
3461-3,1459994134331,5,director,4 is rabbit w/ 2 triangle ears,1551328,yes,,okay,yes,7
3461-3,1459994140112,5,director,5 is ghost,1551328,yes,,okay,yes,3
3461-3,1459994147927,5,director,6 is flying person/grad student,1551328,yes,,okay,yes,5
3461-3,1459994163667,5,director,7 is marcher...person with feet moving up and down,1551328,yes,,okay,yes,9
3461-3,1459994177072,5,director,8 is sitting person with palm out to right,1551328,yes,,okay,yes,9
3461-3,1459994192200,5,matcher,hurry,1373729,yes,,loved,yes,1
3461-3,1459994194496,5,director,9 looks like lady (triangle in back) sitting with palm out,1551328,yes,,okay,yes,11
3461-3,1459994197421,5,director,10 is dancer,1551328,yes,,okay,yes,3
3461-3,1459994205101,5,director,11 is diamond on broken rectangle,1551328,yes,,okay,yes,6
3461-3,1459994210777,5,director,12 is man in robe facing left,1551328,yes,,okay,yes,7
3461-3,1459994218855,6,matcher,getting better,1373729,yes,,loved,yes,2
3461-3,1459994221832,6,director,1 is lady in dress,1551328,yes,,okay,yes,5
3461-3,1459994225552,6,director,facing right,1551328,yes,,okay,yes,2
3461-3,1459994228734,6,director,2 is rabbit,1551328,yes,,okay,yes,3
3461-3,1459994242245,6,director,3 is ghost (body with no shape),1551328,yes,,okay,yes,7
3461-3,1459994249686,6,director,4 is man on back with leg out,1551328,yes,,okay,yes,8
3461-3,1459994257799,6,director,5 is flying person with arms outstretched,1551328,yes,,okay,yes,7
3461-3,1459994269598,6,director,6 is man in robe facing left with hand out,1551328,yes,,okay,yes,10
3461-3,1459994278660,6,director,7 is marcher with legs mocing,1551328,yes,,okay,yes,6
3461-3,1459994281009,6,director,moving*,1551328,yes,,okay,yes,1
3461-3,1459994283581,6,director,8 is boot,1551328,yes,,okay,yes,3
3461-3,1459994292657,6,director,9 is person sitting facing right,1551328,yes,,okay,yes,6
3461-3,1459994298307,6,director,10 is mouse,1551328,yes,,okay,yes,3
9781-c,1459995095060,1,director,hello,1425771,yes,None.,loved,yes,1
9781-c,1459995099075,1,matcher,hi,1395629,yes,,liked,yes,1
9781-c,1459995135269,1,director,"ok, so, ill have to skip some and come back...but 2 is looks like a guy sitting down facing left",1425771,yes,None.,loved,yes,20
9781-c,1459995163097,1,matcher,got that one,1395629,yes,,liked,yes,3
9781-c,1459995165373,1,director,"3 looks like a guy with his hands stretched leftward, standing up",1425771,yes,None.,loved,yes,12
9781-c,1459995213555,1,matcher,got it,1395629,yes,,liked,yes,2
9781-c,1459995219698,1,director,4 looks like a man standing up with a line for on his left *(our left( and a stub on the right,1425771,yes,None.,loved,yes,22
9781-c,1459995242457,1,director,5 looks like a mouse litting and facing the left,1425771,yes,None.,loved,yes,10
9781-c,1459995267472,1,director,6 looks like a bunny facing toard the right,1425771,yes,None.,loved,yes,9
9781-c,1459995301240,1,director,7 looks like a man facing right andwith his knees bent and hands forward,1425771,yes,None.,loved,yes,14
9781-c,1459995320793,1,director,8 looks like a man standing on one leg and arm stretched out facing left,1425771,yes,None.,loved,yes,15
9781-c,1459995339307,1,director,9 looks like a person with no arms or legs,1425771,yes,None.,loved,yes,10
9781-c,1459995369987,1,director,10 looks like a man with no arms facing left with a flag coming out of his back,1425771,yes,None.,loved,yes,18
9781-c,1459995431908,1,director,"11 looks like a person laying down facing left with 2 objects coming out of his head, and an object coming out of the bottom right",1425771,yes,None.,loved,yes,26
9781-c,1459995441331,1,director,12 looks like a ghost flying,1425771,yes,None.,loved,yes,6
